statement|sentiment|topic|url
If you fail to take your turn in a timely manner, it will be played by the moderator or one of the software's AI bots.|NEU|transport|http://railgamefans.com/rbp/rbppbem.htm
Repeated failures to take your turn in a timely manner will lead to your being disqualified from the match and replaced by one of the software's AI bots.|NEG|transport|http://railgamefans.com/rbp/rbppbem.htm
If you call, you will be greeted by automated system with voice recognition.|NEU|transport|http://financesite.info/online_banking_options?page=137
Apparently, their voice recognition software is set up to recognize swear words, and at this stage you will probably be transferred to a live agent.|NEU|transport|http://financesite.info/online_banking_options?page=137
They are all flyable and will be replacement's for the default B777 AI aircraft.|NEU|transport|http://planesimulation.com/fsdownloads4/FS4a1x4.htm
Dressing like the Jedi warrior, or a clone trooper, or the exquisite robots named R2D2 or the C3PO would be fun.|POS|social media|http://mystarwarscostume.com/All-Star-Wars-Costumes/?language=en/Yoda-Infant-Toddler.php//
Like the Armada game you will be able to choose which bot you want for a mission but the other bots not chosen will be your teams AI.|NEU|transport|http://neotaku.com/forum/viewtopic.php?t=1588&start=0
The game transports players to a living, metallic planet where they will battle as giant converting robots in single player, online co-op or head-to-head multiplayer matches that are fully immersive from start to finish.|NEU|transport|http://neotaku.com/forum/viewtopic.php?t=1588&start=0
The CT data is then downloaded to the CyberKnife treatment planning computer where physicians will use advanced software to customize the number, intensity and direction of radiation beams the robot will send to the target.|NEU|social media|http://oklahomack.com/patient-information/procedure.php
Ko hopes that the simple lens configuration will lead to extremely affordable imaging systems such as cameras in the near term and then vision-based robotics as the technology matures.|POS|Labour market|http://nanotechweb.org/blog/mrs_fall_2008/2008/12/
Most important, robots will have to learn to act like humans; one researcher, Levy reports, has designed robots that can exhibit 77 human behavior patterns.|NEU|Labour market|http://newenglishreview.org/blog_display.cfm/blog_id/12090
When the AI plane's aircraft carrier is sunk, it will look for a nearby friendly carrier.|NEU|transport|http://mission4today.com/index.php?name=Knowledge_Base&op=show&kid=159
The key is that these technological advances will someday be complemented by cultural changes, and cavorting with robots just won't seem weird anymore.|NEU|Labour market|http://newenglishreview.org/blog_display.cfm/blog_id/12090
It is a dead end career and with voice recognition out there, MT's will eventually be a thing of the past.|NEG|Labour market|http://mtchat.com/ubbthreads.php?ubb=showflat&Number=50675
Intelligent interfaces will include elements of computer vision and image understanding; understanding of language, speech, handwriting, and printed text; knowledge-based processing; and multimedia computing and visualization.|POS|Labour market|http://nitrd.gov/pubs/bluebooks/1994/section.3.4.html
As a result, it will be possible to link autonomous sensor, surveillance, and combat weapon systems to battle management and cyber warfare systems in order to support both defensive and offensive operations with minimum risk of casualties.|NEU|Labour market|http://nitrd.gov/pubs/bluebooks/2002/national-grand.html
University-based research in mobile augmented battlespace visualization and tutorial dialogue for artificial intelligence training systems Information technology holds the potential to help all people enhance their individual capacities and skills.|POS|social media|http://nitrd.gov/pubs/bluebooks/2002/challenge-7.html
Scientists Want to Make It Possible Robots could one day completely replace the need to have a boyfriend or girlfriend.|NEU|transport|http://medindia.net/healthnews/Lifestyle-News.asp?page=3&startpage=1
Robotics Japanese Fashion Robot Hits the Runway Ramp models may soon become obsolete.|NEU|transport|http://mikeabundo.com/tag/robotics/
World's First Orgasm Simulating Sex Robots Headed to UK The world's first fully functioning sex robots could be heading to the UK.|NEU|social media|http://medindia.net/healthnews/Lifestyle-News.asp?page=5&startpage=1
Through supercomputer visualizations, you will soar over the volcano-scarred landscape of Venus and journey to the Grand Canyon of Mars.|NEU|transport|http://mcdonaldobservatory.org/giftshop/catalog.php?session=bahrsigf14v06t8ikqe1j1d6r7&id=47
Through supercomputer visualizations, you will soar over the volcano-scarred landscape of Venus an.|NEU|transport|http://mcdonaldobservatory.org/giftshop/catalog.php?session=bahrsigf14v06t8ikqe1j1d6r7&id=47
This card game will help develop your reasoning and pattern recognition skills.|NEU|transport|http://maynardivananda.com/readings/a-barbie-dollhouse-will-be-the-ideal-doll-house-for-any-girl-1136.html
Surah AI-Hadid, it becomes clear that the running on of the light before the believers will take place when they will be proceeding towards Paradise from the Plain of Resurrection.|NEU|transport|http://quranenglish.com/tafheem%5Fquran/066.htm
Ibn Jarir has cited Hadrat Abdullah bin 'Abbas as explaining the meaning of Rabbana-atimim lava nurana thus They will implore AIIah AI-mighty that their light be allowed to remain with thetas and kept from going out until they have crossed the bridge across Hell.|NEU|transport|http://quranenglish.com/tafheem%5Fquran/066.htm
It will remove the leftmost parts one at a time, checking if it knows anything about ai.|NEU|transport|http://langfeldt.net/DNS-HOWTO/BIND-9/DNS-HOWTO-5.html
So you can ask them directly the next time you wonder about ai.|NEU|social media|http://langfeldt.net/DNS-HOWTO/BIND-9/DNS-HOWTO-5.html
For one reason or another, Burn-E is having a tough time getting his assignment done and what ensues is a seven-minute, dialogue-free, absolutely brilliant short that'll have you laughing, smiling and marveling at this simple yet effective little story of yet another adorable robot.|POS|social media|http://nitpicket.com/2009/02/27/things-i-love-burne-a-short-film-from-pixar.aspx
I expect only a robot to reply but will continue to protest every time I hear something like this.|NEG|social media|http://newsnetscotland.com/general/966-labours-union-dividend
I believe that humans will eventually wipe each other out by exhausting the earth's resources in creating robots.|NEG|transport|http://allphilosophy.com/topic/1556
Maybe the future robots will be organically based, and disimilar to us.|NEU|Labour market|http://allphilosophy.com/topic/1556
Alphie The Learning Toy Robot Is A Plaything Which Every Youngster Will Like What child would not want her or his own talking robot.|NEU|social media|http://maynardivananda.com/readings/alphie-the-learning-toy-robot-is-a-plaything-which-every-youngster-will-like-1153.html
If you are searching to get a great Christmas present for the toddler in your life, then you will want to acquire Alphie the Learning Toy Robot.|POS|social media|http://maynardivananda.com/readings/alphie-the-learning-toy-robot-is-a-plaything-which-every-youngster-will-like-1153.html
I know the games will look better, be longer, have smarter AI, etc.|POS|transport|http://37signals.com/svn/archives2/hype_is_overhyped.php
Smile Detection, which would be quite logical once the regular face recognition algorithm is present.|NEU|transport|http://mynokiablog.com/2010/10/06/
